Name,Categories,Date,Doc By Plan,模組,TNB,訂閱版本,Refactor,ID,Permalink,Post Type,Tags,產品
順豐宅配 : 操作出貨,訂單>出貨,"October 12, 2022 8:50 AM (GMT+8)",使用順豐出貨 (https://app.notion.com/p/36624ee0f33c8016ac13e6eea84c0776?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,384,https://www.cyberbiz.io/helpcenter/?p=384,post,"宅配,順豐",EC
加價購設定(訂單/商品加價購),商品>商品群組,"September 24, 2019 6:49 AM (GMT+8)","設定商品加價購 (https://app.notion.com/p/24f24ee0f33c8076838ac298abc73112?pvs=21), 設定訂單加價購 (https://app.notion.com/p/2e624ee0f33c80b884a3e8339da3d1f1?pvs=21)","https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94,https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef","branch,branch","https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e","Yes,Yes",1008,https://www.cyberbiz.io/helpcenter/?p=1008,post,,"EC,EC"
訂單報表匯出,訂單,"October 1, 2019 2:14 AM (GMT+8)",匯出訂單報表 (https://app.notion.com/p/32224ee0f33c808f9eedc6fdc5ddae1f?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,1266,https://www.cyberbiz.io/helpcenter/?p=1266,post,,EC
黑貓快速到店 – 付款設定,網站設定>金物流設定,"October 14, 2022 8:00 AM (GMT+8)",設定黑貓快速到店付款方式 (https://app.notion.com/p/2fb24ee0f33c8018ade0e5d5a49e379e?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,2655,https://www.cyberbiz.io/helpcenter/?p=2655,post,黑貓,EC
黑貓快速到店 – 操作出貨,"PLUS版適用,訂單>出貨","October 7, 2022 9:30 AM (GMT+8)",使用黑貓快速到店出貨 (https://app.notion.com/p/36424ee0f33c803481acd05a65fb0c84?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,2678,https://www.cyberbiz.io/helpcenter/?p=2678,post,"宅配出貨,黑貓",EC
綠界訂單方法說明,"常見問題,訂單>訂單狀態","October 8, 2021 4:35 AM (GMT+8)",綠界後台訂單查詢 (https://app.notion.com/p/30224ee0f33c804cb0a2d4c5e97d0201?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6",Yes,3966,https://www.cyberbiz.io/helpcenter/?p=3966,post,,EC
托運單異常處理,常見問題,"January 24, 2022 9:00 AM (GMT+8)",無法下載託運單或更新貨態 (https://app.notion.com/p/37924ee0f33c80c587d8f95ec2810e4e?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,4407,https://www.cyberbiz.io/helpcenter/?p=4407,post,,EC
超取退貨便 C2B : 操作說明,"PLUS版適用,訂單>退貨退款","November 2, 2022 9:49 AM (GMT+8)",操作超商退貨便 C2B (https://app.notion.com/p/C2B-2fb24ee0f33c80ef86c2ea592f09ed36?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,"https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,6178,https://www.cyberbiz.io/helpcenter/?p=6178,post,"PLUS版專用,超商,退貨",EC
CYBERBIZ PAYMENTS - 超商店到店出貨（C2C）,"網站設定>金物流設定>CYBERBIZ PAYMENTS,PLUS版適用,訂單>出貨","March 1, 2023 1:45 AM (GMT+8)",操作超商店到店 C2C 出貨 (https://app.notion.com/p/C2C-2f724ee0f33c8080af5cfeccaabf57d7?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,6856,https://www.cyberbiz.io/helpcenter/?p=6856,post,,EC
CYBERBIZ PAYMENTS - 超商大宗寄倉(B2C) : 操作出貨,常見問題,"February 23, 2023 6:07 AM (GMT+8)",使用超商大宗寄倉（B2C）出貨 (https://app.notion.com/p/B2C-36b24ee0f33c80a8b6d9ebf6ee05a9ee?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,6858,https://www.cyberbiz.io/helpcenter/?p=6858,post,,EC
超商訂單逾期未取：退貨退款,"網站設定>金物流設定>CYBERBIZ PAYMENTS,訂單>退貨退款","March 1, 2023 1:48 AM (GMT+8)",處理超商訂單逾期未取 (https://app.notion.com/p/36c24ee0f33c80f5aba7de0c207a4397?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,6996,https://www.cyberbiz.io/helpcenter/?p=6996,post,"超商,退貨",EC
